ServiceApprovalNumber,Provider Approval Number,Type of Care,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00000258,PR-00000784,Long Day Care,Kiddly Winks Learn and Play,Kiddlie Winks Pty Ltd ,49 Trevally Street  ,TIN CAN BAY,QLD,4580,07 5486 4850,5486 4856,kwinks@bigpond.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,40,5/21/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 5 years""",,7.00am - 7.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00002317,PR-00008029,Short Day Care,C&K Tin Can Bay Community Kindergarten,The Creche and Kindergarten Association Limited,4 Snapper Creek Road  ,TIN CAN BAY,QLD,4581,5486 2311,54862355,tincanbay@candk.asn.au,,24,4/8/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/tincanbay,"""ages 36 months to 5 years""","""36 months - 5 years: $29.12""",8.20am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001394,PR-00000161,Short Day Care,Kilkivan Kindergarten,Kilkivan Kindergarten Inc,4 Bligh Street  ,KILKIVAN,QLD,4600,07 5484 1425,07 5484 1425,killykindy@aapt.net.au,,20,12/14/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.candk.asn.au/kilkivan,"""ages 36 months to 5 years""","""36 months - 5 years: $28.00""",9.00am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001432,PR-00008029,Short Day Care,C&K Murgon Community Kindergarten,The Creche and Kindergarten Association Limited,42 Macalister Street  ,MURGON,QLD,4605,07 4168 1020,07 4169 5194,murgon@candk.asn.au,,22,8/2/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/murgon,"""ages 36 months to 5 years""","""36 months - 5 years: $35.00""",7.45am - 3.30pm,,,,,,,,,,,,,,,,,,,,,
SE-40000673,PR-40000259,Short Day Care,Cherbourg State School Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Fisher St  ,CHERBOURG,QLD,4605,41699333,41699300,psans3@eq.edu.au,,25,4/25/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 36 months to 5 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00000271,PR-00000293,Long Day Care,Gundoo Day Care Centre,Gundoo Aboriginal Corporation,8 Fisher Street   ,CHERBOURG,QLD,4605,07 4168 2832,07 4168 3349,gundoodaycare@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,81,9/29/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 5 years""",,7.00am - 5.00pm,,,,,,,,,,,,,,,,,,,,,
SE-40001038,PR-00000293,Outside of Hours Care,Gundoo Day Care Centre O.S.H.C,Gundoo Aboriginal Corporation,8 Fisher St  ,CHERBOURG,QLD,4605,07 4168 2832,,gundoodaycare@bigpond.com,,150,7/12/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 5 years to 12 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00002045,PR-00001128,Long Day Care,Kandy Kids Child Care Centre,Gail Marie Blanch ,23 Macalister Street  ,MURGON,QLD,4605,07 4169 5437 ,07 4169 5430,kandykidsccc@datawave.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,38,7/8/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 5 years""",,7.00am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00002375,PR-00001207,Long Day Care,Murgon Child Care and Learning Centre,Cultural Care Network Inc,88 Gore Street  ,MURGON,QLD,4605,07 4168 2211,07 4168 3329,culturalcarenetwork@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,47,3/18/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,"""ages 13 months to 5 years""","""13 months - 5 years: $65.00""",7.45am - 5.30pm,,,,,,,,,,,,,,,,,,,,,
SE-40000814,PR-00000659,Outside of Hours Care*,PCYC South Burnett - Murgon School Age Care,Queensland Police-Citizens Youth Welfare Association ,Murgon State School  91 Gore St,MURGON,QLD,4605,0429 346 303,741683586,karen.sanewski@pcyc.org.au, This service is approved to provide education and care to children from over preschool age including school children. This service is approved to provide education and care for after school and during school holidays.,45,8/27/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://pcyc.org.au/School-Age-Care/South-Burnett-Taabinga.aspx,"""ages 5 years to 12 years""","""ASC: $16.00, VC: $45.00""","""ASC: 3.00pm - 6.00pm, VC: 7.00am - 6.00pm""",,,,,,,,,,,,,,,,,,,,,
SE-00002080,PR-00000963,Long Day Care,Mother Kate's Early Learning Centre,Sippel Pty Ltd ATF Sippel Business Trust,25 McCord Street  ,WONDAI,QLD,4606,07 4169 0811,07 4169 0822,motherkates@datawave.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,63,1/30/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.motherkates.com.au/,"""ages 6 weeks - 5 years""","""6 weeks - 5 years: $62.00""",7.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001509,PR-00000420,Short Day Care,Wondai Kindergarten,Wondai Kindergarten Association Inc,60 Baynes Street  ,WONDAI,QLD,4606,07 4168 5313,07 4168 5313,wondaikindy@datawave.net.au,,24,11/30/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,https://www.facebook.com/wondai.kindergarten,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000577,PR-00001129,Long Day Care,Goodstart Early Learning Kingaroy,Goodstart Early Learning Ltd,79-83 Ivy Street  ,KINGAROY,QLD,4610,07 4162 7122,,kry@goodstart.org.au,  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,6/12/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/kingaroy/overview,"""ages 6 weeks to 6 years""","""6 weeks - 24 months: $82.60, 25 months - 35 months: $79.10, 36 months - 6 years: $78.60""",6.00am - 6.00pm,T,T,,,T,,,,,,,,,,,,,,,,
SE-00002132,PR-00001004,Long Day Care,Jumping Beans Children's Community,Feb Enterprises Pty Ltd,42 King Street  ,KINGAROY,QLD,4610,07 4162 2242,07 4162 2142,jbcc_kingaroy@yahoo.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,45,10/9/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://jumpingbeanschildcarekingaroy.com.au/about/,"""ages 6 weeks to 6 years""",,6.00am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000615,PR-00000793,"""Long Day Care, Out of Hours Care""",Kingaroy Childcare Centre,Feng Holdings Pty Ltd ATF the Feng Family Trust,261 Haly Street  ,KINGAROY,QLD,4610,07 4162 7233,07 4162 7725,kingaroychildcare@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,4/22/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.kingaroychildcare.com.au/,"""ages 6 weeks to 12 years""",,6.00am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-40000990,PR-00000492,Short Day Care,Kingaroy Kindergarten,Kingaroy Kindergarten Association Inc,5 North St  ,KINGAROY,QLD,4610,741621187,741624566,kingaroykindy@bigpond.com,,22,7/6/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.candk.asn.au/kingaroy,"""ages 36 months to 5 years""","""36 months - 5 years: $27.00""",8.30am - 2.40pm,,,,,,,,,,,,,,,,,,,,,
SE-00000778,PR-00000298,Short Day Care,Kumbia Kindergarten,Kumbia Kindergarten Inc,Gordon St  ,KUMBIA,QLD,4610,07 41644200,07 4164 8135,kumbiakindergarten@westnet.com.au, TThis service is approved to operate for 20 hours or less a week..,16,11/18/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/kumbia,"""ages 36 months to 5 years""","""36 months - 5 years: $23.00""",8.45am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-40001280,PR-40001030,Family Day Care,Like Home Family Day Care,Sarita Shaw,Shed 9  6 Cornish Street,KINGAROY,QLD,4610,741629009,,likehomefamilydaycare@yahoo.com.au,,0,12/13/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,"""ages 6 weeks to 12 years""",,12.00am - 11.59pm,,,,,,,,,,,,,,,,,,,,,
SE-00001872,PR-00000810,Long Day Care,Little Peanuts Early Learning Centre,Little Peanuts Pty Ltd,215 Haly Street  ,KINGAROY,QLD,4610,4163 6928,4163 6960,littlepeanuts@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,11/29/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,https://www.facebook.com/pages/Little-Peanuts-Early-Learning-Centre/513406155362989,"""ages 6 weeks to 5 years""","""6 weeks - 5 years; $71.00""",6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00002297,PR-00000659,Out of Hours Care,PCYC South Burnett - Taabinga School Age Care,Queensland Police-Citizens Youth Welfare Association ,Taabinga State School  Rae Street,KINGAROY,QLD,4610,0428 227 057,07 4168 3586,michael.eadie@pcyc.org.au, This service may provide education and care after school and during school holidays only.,45,12/14/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://pcyc.org.au/School-Age-Care/South-Burnett-Taabinga.aspx,"""ages 5 years to 12 years""","""ASC: $16.00, VC: $45.00""","""ASC: 3.00pm - 6.00pm, VC: 7.00am - 6.00pm""",,,,,,,,,,,,,,,,,,,,,
SE-00002351,PR-00001194,"""Long Day Care, Out of Hours Care""",Peanut Kids Kindy & After School Care,R&L Taylor A.T.F. the Taylor Family Trust,6A Glendon Street  ,KINGAROY,QLD,4610,07 41 625 546,07 41 625 510,peanutkidskindy@bigpond.com,,24,12/14/14,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,,"""ages 36 months to 5 years""","""36 months to 5 years: $62.00""",7.30am - 5.30pm,,,,,,,,,,,,,,,,,,,,,
