SE-00002356,PR-00001196,Clarendon Outside School Hours Care,Clarendon State School P&C Association,507 Clarendon Road  ,CLARENDON VIA LOWOOD,QLD,4311,07 5426 1289,07 5426 2103,dnewm18@eq.edu.au, This service may provide education and care before and after school only.,15,13/05/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002143,PR-40000614,Coominya Before-After & Vacation Care,Christine Anne Kelly,Cnr Main and Corn Hill Street  ,COOMINYA,QLD,4311,413866126,,coominya_bavc@iprimus.com.au, The maximum number of children able to be provided with education and care after school is 30  The maximum number of children able to be provided with education and care before school is 30  The maximum number of children able to be provided with education and care during school holidays is 39 ,39,1/07/15,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS
SE-00001407,PR-00000612,Lowood and District Community Kindergarten,Lowood & District Community Kindergarten Association Inc,31 Daniel Street  ,LOWOOD,QLD,4311,07 5426 1859,07 5426 1859,admin@lowoodkindy.com,,23,19/10/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000529,PR-00000081,Lowood Early Education Centre and Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,9 Park Street  ,LOWOOD,QLD,4311,07 5426 1500,,lowood@qccs.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:45pm to 4:45pm when it is 86 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,22/12/14,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00002357,PR-00000659,PCYC Ipswich-Minden School Age Care,Queensland Police-Citizens Youth Welfare Association ,Minden State School  1032 Minden Road,MINDEN,QLD,4311,0408 409 572,07 3812 2417,sonia.ledger@pcyc.org.au, The service is approved to provide education and care to children before school after school and during school holidays.,30,25/01/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001348,PR-00000122,Esk & District Kindergarten,Esk & District Kindergarten Association Inc,26 South St  ,ESK,QLD,4312,07 5424 1377,,eskkindy@bigpond.com, This service is approved to operate for 20 hours or less a week.,24,28/06/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001922,PR-00000852,Country Kids Play & Learning Centre,Cameron Graham Lipp & Julie May Lipp,43 Gardner Street North  ,TOOGOOLAWAH,QLD,4313,5423 0340,,countrykids@iinet.net.au, This service is approved to exceed the approved number of places during the period from  Monday to Friday between the hours of 3:00pm and 5:00pm when it is 51 children. This service is approved to continue to use educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 (1) (a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm - 2:00pm on Monday to Friday . This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,41,22/09/13,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001490,PR-00000062,Toogoolawah Kindergarten,Toogoolawah Kindergarten Association Inc,17 Abbotsford Street  ,TOOGOOLAWAH,QLD,4313,5423 1484,,toogoolawahkindy@bigpond.com, This service is approved to operate for 20 hours or less a week.,24,12/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001457,PR-00000369,Rosewood & District Kindergarten & Preschool,Rosewood & District Kindergarten & Preschool Association Inc,54 John Street  ,ROSEWOOD,QLD,4340,07 5464 1302,5464 1302,director@rosewoodkindy.com.au,,25,26/03/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS
SE-00000591,PR-00000081,Rosewood Early Education Centre and Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,80 John Street  ,ROSEWOOD,QLD,4340,07 5464 2033,07 5464 2031,rosewood@qccs.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:30pm to 4:30pm when it is 79 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,7/11/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002155,PR-00001164,Shoosh Kidz,Sherie Allen,School Street   ,ROSEWOOD,QLD,4340,410500703,,rosewood@shooshkidz.com.au, An approved alternative solution relating to Performance Criteria 18 Accessibility within MP 5.4 Child Care Centres of the Queensland Development Code  (with a publication date of 16 November 2007) applies to this service.,40,14/10/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001797,PR-00000702,St Brigids Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,12 Matthew Street   ,ROSEWOOD,QLD,4340,07 54 64 2891,07 3241 0090,rosewoodoshc@bne.centacare.net.au,,45,9/03/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001593,PR-00000973,Bright Horizons Australia Childcare Hatton Vale,Bright Horizons Australia Childcare Pty Ltd,10 Fairway Drive  ,HATTONVALE,QLD,4341,54 114 111,07 55576099,hattonvale@bhchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,16/05/14,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00014023,PR-00008029,C&K Hatton Vale Community Kindergarten,The Creche and Kindergarten Association Limited, 27 Hannant Road    ,HATTON VALE,QLD,4341,07 5411 4695,07 5411 4696,hattonvale@candk.asn.au,,24,21/07/16,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-40000769,PR-00006557,Camp Australia - Hatton Vale State School OSHC,The Camp Australia Foundation Ltd,Hannant Rd  ,HATTON VALE,QLD,4341,1300105343,,oshc@campaustralia.com.au,,60,18/05/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000731,PR-00000790,Crayons Early Learning Centre,Crayons Retreat Pty Ltd,34 Hannant Road  ,HATTON VALE,QLD,4341,07 5465 6688,5465 6688,crayonselc@hotmail.com, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 85 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,11/12/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001941,PR-00000867,Free Range Kids - Laidley 1,Common Joe Investments Pty Ltd,39 Robinson Road  ,LAIDLEY,QLD,4341,5465 1342,,info@freerangekids.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:15pm to 2:15pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,80,29/05/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00013963,PR-00000867,Free Range Kids - Laidley 2,Common Joe Investments Pty Ltd,237 Patrick Street  ,LAIDLEY,QLD,4341,754652007,754653383,frklaidley2@bigpond.com,,74,21/12/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS
SE-00000770,PR-00000357,Kensington Grove Community Kindy,Lockyer Valley Regional Council,24 Bertrand Avenue  ,KENSINGTON GROVE,QLD,4341,07 5465 6946,54651861,rhardiman@lvrc.qld.gov.au,  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017.,21,13/07/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001642,PR-00000898,Laidley Central Child Care Centre,G8 Education Limited,19 Hope Street  ,LAIDLEY,QLD,4341,07 5465 3711,07 5465 3010,laidleycentral@communitykids.net.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 85 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,5/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001403,PR-00000594,Laidley Kindergarten,Laidley Kindergarten Assoc Inc,36 William St  ,LAIDLEY,QLD,4341,07 5465 1723,,director@laidleykindergarten.com.au,,20,7/06/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001955,PR-00000883,Little Angels @ Forest Hill,Little Angels @ Forest Hill Pty Ltd,1 Victoria Street  ,FOREST HILL,QLD,4342,07 5465 4001,,littleangels_foresthill@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,21,18/01/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001938,PR-00000866,Little Friends On Forest Early Learning Centre,Forest Friends Pty Ltd,44 Victoria Street  ,FOREST HILL,QLD,4342,54 654 063,,anjkindy@hotmail.com, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 26 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 11:30am to 1:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,20,30/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002065,PR-00000867,Free Range Kids - Gatton,Common Joe Investments Pty Ltd,University Of Queensland  Warrego Highway,GATTON,QLD,4343,5460 1080,54601081,uqgchildcare@uq.edu.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,60,16/08/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000133,PR-00000357,Gatton Child Care Centre,Lockyer Valley Regional Council,1 Dennis Minson Drive   ,GATTON,QLD,4343,07 5462 2946,5462 3269,rhardiman@lvrc.qld.gov.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,60,25/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001354,PR-00000087,Gatton Kindergarten,Gatton Kindergarten Association Inc,19 North Street  ,GATTON,QLD,4343,07 5462 1496,5462 1496,gattonkindy@bigpond.com,,44,24/11/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000526,PR-00001129,Goodstart Early Learning Gatton,Goodstart Early Learning Ltd,132 Railway Street  ,GATTON,QLD,4343,07 5462 4455,07 5462 4402,gat@goodstart.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,1/06/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001680,PR-00000081,Lockyer Valley Early Education Centre & Pre-School ,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,53 William Street  ,GATTON,QLD,4343,07 5462 3100,07 5462 3033,lockyervalley@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,117,30/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000992,PR-00000659,PCYC Ipswich - Gatton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Gatton State School  William Street,GATTON,QLD,4343,07 5462 5267,07 5462 1605,gattonsac@pcyc.org.au,,45,27/09/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00001234,PR-00000697,Peace Lutheran Outside School Hours Care,Lutheran Church of Australia Queensland District,32 North Street  ,GATTON,QLD,4343,07 5462 0724,07 5462 4661,oshc@peacelps.qld.edu.au,,60,27/07/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001048,PR-00000354,Kate's Place Early Education and Child Care Centre Helidon,Kate's Place Day Care Centre Pty Ltd,4 Plant St  ,HELIDON,QLD,4344,07 4697 7760,07 4697 7760,amanda@katesplace.com.au, It is a condition of the service approval that the nursery room can only cater for children from birth to 15 months.,68,16/07/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000660,PR-00000356,A Country Garden Early Childhood Centre,Keutmann Investments Pty Ltd & Khasi Investments Pty Ltd,38 - 40 Drayton Road  ,TOOWOOMBA,QLD,4350,07 4635 5448,07 4635 5488,mark@acountrygarden.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,2/07/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001682,PR-00000356,A Country Garden Early Childhood Centre - Jacaranda House,Keutmann Investments Pty Ltd & Khasi Investments Pty Ltd,52 Drayton Road  ,TOOWOOMBA,QLD,4350,07 4635 0818,07 4635 0888,lisa@acountrygarden.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,2/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001655,PR-40000093,Active Pathways Early Childhood Centre,Mary Anne Hall ATF Hall Family Trust,10 Gunn Street  ,TOOWOOMBA,QLD,4350,4636 2422,4639 4064,gunnst.olivetree@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,40,7/10/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000433,PR-00001104,Bunkers Hill Outside School Hours Care,Renejere Pty Ltd as Trustee for Westbrook Child Care Centre Trust,Bunker's Hill State School  315 Bunkers Hill School Rd,WESTBROOK,QLD,4350,0425 231 414,746306991,bunkershilloshc@gmail.com,,30,25/04/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002372,PR-00008029,C&K Fairview Heights Community Kindergarten,The Creche and Kindergarten Association Limited,19 Hargrave Street  ,TOOWOOMBA,QLD,4350,07 4633 1200,07 3356 7976,fairviewheights@candk.asn.au,,24,1/02/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS
SE-00014019,PR-00008029,C&K Gabbinbar Community Kindergaten,The Creche and Kindergarten Association Limited,203 Stenner Street   ,TOOWOOMBA,QLD,4350,07 4613 6205,07 4613 6209,gabbinbar@candk.asn.au,,24,21/07/16,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-40000937,PR-00006557,Camp Australia - Drayton State School OSHC,The Camp Australia Foundation Ltd,Drayton State School  47-59 Brisbane St,DRAYTON,QLD,4350,404802746,,qlddrayton@oshccampaustralia.com.au, This service is approved to provide education and care to children from over preschool age including school children. This service is approved to provide education and care for before school after school and during school holidays.,50,9/07/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
