SE-40000238,PR-00000659,PCYC Sunshine Coast - Nambour School Age Care,Queensland Police-Citizens Youth Welfare Association ,Nambour State School  Coronation Ave,NAMBOUR,QLD,4560,5441 2915,0754 422 633,namboursac@pcyc.org.au, - This service is approved to provide education and care to 45 children before school and after school. - This service is approved to provide education and care to children from over preschool age including school children.,45,25/01/13,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00001220,PR-00000659,PCYC Sunshine Coast - Woombye School Age Care,Queensland Police-Citizens Youth Welfare Association ,Woombye State School  95 Pine Grove Road,WOOMBYE,QLD,4559,5442 1023,5442 1083,rhonda.burns@pcyc.org.au; jodie.burns@pcyc.org.au, The maximum number of children able to be provided with education and care during school holidays is 45  The maximum number of children able to be provided with education and care before school is 30  The maximum number of children able to be provided with education and care after school is 55  This service is approved to provide education and care to children from over preschool age including school age children.,55,11/04/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002082,PR-00000659,PCYC Sunshine Coast School Age Care,Queensland Police-Citizens Youth Welfare Association ,Sunshine Coast PCYC  Youth Avenue,NAMBOUR,QLD,4560,54412915,54412263,rhonda.burns@pcyc.org.au, This service may provide education and care to children during school holidays only. This service is approved to provide education and care to children from over preschool age including school children.,60,18/02/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000332,PR-00000659,PCYC Toowoomba - Harlaxton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Harlaxton State School  110 Ruthven St,HARLAXTON,QLD,4350,46328316,,karina.seeto@pcyc.org.au,,30,24/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000285,PR-00000659,PCYC Toowoomba - Harristown School Age Care,Queensland Police-Citizens Youth Welfare Association ,Harristown Primary School  332-344 South St,HARRISTOWN,QLD,4350,746328316,746322674,cam.crisp@pcyc.org.au,,30,24/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000227,PR-00000659,PCYC Toowoomba - Meringandan School Age Care,Queensland Police-Citizens Youth Welfare Association ,Meringandan State School  332 Shirley St,MERINGANDAN,QLD,4352,746328316,,karina.seeto@pcyc.org.au,,30,26/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000863,PR-00000659,PCYC Toowoomba School Age Care,Queensland Police-Citizens Youth Welfare Association ,PCYC  219A James Street,TOOWOOMBA,QLD,4350,07 4632 8316,07 4632 2674,karina.seeto@pcyc.org.au, The maximum number of children able to be provided with education and care during school holidays is 180 The maximum number of children able to be provided with education and care before school is 30 The maximum number of children able to be provided with education and care after school is 80,180,2/02/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001543,PR-00000659,PCYC Toowoomba- Warwick East School Age Care,Queensland Police-Citizens Youth Welfare Association ,6 Fitzroy St  ,WARWICK,QLD,4370,746328316,746322674,karina.seeto@pcyc.org.au,,30,28/01/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002381,PR-00000659,PCYC Townsville - Heatley School Age Care,Queensland Police-Citizens Youth Welfare Association ,Heatley State School  410 Fulham Road,HEATLEY,QLD,4814,0409 784 563,07 4725 1329,heatleySAC@pcyc.org.au,,60,21/03/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000336,PR-00000659,PCYC Townsville - Magnetic School Age Care,Queensland Police-Citizens Youth Welfare Association ,10-16 Mandalay Ave  ,NELLY BAY,QLD,4819,47819100,,magneticislandSAC@pcyc.org.au,,30,24/04/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000868,PR-00000659,PCYC Townsville School Age Care,Queensland Police-Citizens Youth Welfare Association ,PCYC  Wellington Street,AITKENVALE,QLD,4814,07 4725 7563,07 4725 1329,joanne.kruger@pcyc.org.au,,120,1/08/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000334,PR-00000659,PCYC Tudor Park - Tansey Park School Age Care,Queensland Police-Citizens Youth Welfare Association ,108 Tansey Dr  ,TANAH MERAH,QLD,4128,0418 821 282,,tanseyparksac@pcyc.org.au,,45,28/01/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001578,PR-00000659,PCYC Upper Ross School Age Care,Queensland Police-Citizens Youth Welfare Association ,43 Allambie Lane   ,RASMUSSEN,QLD,4815,47891475,07 47892146,sheri.telford@pcyc.org.au,,135,30/08/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001043,PR-00000659,PCYC Whitsunday - Cannonvale School Age Care,Queensland Police-Citizens Youth Welfare Association ,9 Coral Esplanade  ,CANNONVALE,QLD,4802,4946 4299,,cannonvalesac@pcyc.org.au, An approved alternative solution relating to Performance Criteria 19 Combined play spaces within MP5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service. ,30,1/02/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00013959,PR-00000659,PCYC Whitsunday - Hamilton Island School Age Care,Queensland Police-Citizens Youth Welfare Association ,Hamilton Island School   ,HAMILTON ISLAND,QLD,4803,07 3909 9555,49481199,hamiltonsac@whitsunday.pcyc.org.au, An approved alternative solution relating to Performance Criteria 18 Accessibility within MP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.  This service may provide education and care after school and during school holidays only.,30,18/06/12,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000614,PR-00000659,PCYC Whitsunday School Age Care,Queensland Police-Citizens Youth Welfare Association ,Whitsunday PCYC  Sports Park Shute Harbour Rd,AIRLIE BEACH,QLD,4802,49481144,,whitsunday@pcyc.org.au; kylie.smith@pcyc.org.au, This service may provide education and care after school and during school holidays only.,75,24/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001821,PR-00000659,PCYC Yarrabah School Age Care,Queensland Police-Citizens Youth Welfare Association ,Yarrabah PCYC   Back Beach Road,YARRABAH,QLD,4871,07 4056 9112,3357 1310,yarrabahsac@pcyc.org.au, This service may provide education and care after school and during school holidays only. The maximum number of children able to be provided with education and care after school is 150 The maximum number of children able to be provided with education and care during school holidays is 180,180,21/02/10,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS
SE-00001042,PR-00000659,PCYC Zillmere - Aspley East SAC,Queensland Police-Citizens Youth Welfare Association ,C/- Aspley East State School  Hopgood Street,ASPLEY,QLD,4034,07 3263 1584,32851333,aspleyeastsac@pcyc.org.au, This service is approved to provide education and care to children from over preschool age including school children.,120,14/03/09,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001123,PR-00000697,Peace Lutheran College Outside School Hours Care,Lutheran Church of Australia Queensland District,Cowley Street  ,KAMERUNGA,QLD,4870,07 4039 1477,07 4039 1623,peace.oshccairns@qlecs.org.au,,60,18/11/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001884,PR-00000697,Peace Lutheran Community Kindergarten,Lutheran Church of Australia Queensland District,Cowley Street  ,KAMERUNGA,QLD,4870,07 4039 9039,,peace.kgt@qlecs.org.au,,48,14/07/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001234,PR-00000697,Peace Lutheran Outside School Hours Care,Lutheran Church of Australia Queensland District,32 North Street  ,GATTON,QLD,4343,07 5462 0724,07 5462 4661,oshc@peacelps.qld.edu.au,,60,26/07/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002214,PR-40000066,Play & Learn Child Care - Raceview,Lakota (Queensland) Pty Ltd,106 Cemetery Road   ,RACEVIEW,QLD,4305,3812 1661,38122699,info@playandlearnchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,17/08/09,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS
SE-00000180,PR-00000897,Play and Learn Early Learning Centre Bismark St,Believe Queensland Pty Ltd,4-6 Bismark Street  ,LOGANHOLME,QLD,4129,07 3801 2475,07 3801 3217,bismark@playandlearn.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,2/04/10,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000628,PR-40000259,Pormpuraaw State School Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Pormpuraaw Street  ,PORMPURAAW,QLD,4871,07 4060 4133,07 4060 4146,admin@pormpuraas.eq.edu.au,,32,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000638,PR-40000259,Poruma Ngurpay Lag Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Olandi St  Poruma Island,VIA THURSDAY ISLAND,QLD,4875,40694209,40694316,amcca10@eq.edu.au,,15,2/10/13,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00002343,PR-00000697,Prince Of Peace Lutheran Kindergarten,Lutheran Church of Australia Queensland District,20 Rogers Parade West  ,EVERTON PARK,QLD,4053,07 3872 5761,07 35114051,princeofpeace.kgt@qlecs.org.au, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,24,3/05/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001072,PR-00000697,Prince Of Peace Outside School Hours Care,Lutheran Church of Australia Queensland District,20 Rogers Parade West  ,EVERTON HILLS,QLD,4053,07 3872 5740,07 3353 2483,princeofpeace.oshc@qlecs.org.au, The service is approved to provide education and care to:* 100 children after school and during school holidays; and* 66 children before school. This service is approved to provide education and care to children from over preschool age including school children.,100,3/10/11,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00013952,PR-00000692,Queensland Independent College OSHC,Preschool Services Australia Pty Ltd ATF Karen Williams Family Trust,16-18 Ghilgai Road  ,MERRIMAC,QLD,4226,55252266,55252252,accounts@qic.qld.edu.au,,120,1/03/11,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-00000169,PR-00000703,Raceview Community Early Childhood Centre,Churches of Christ In Queensland Churches of Christ Care,219 Whitehill Road  ,RACEVIEW,QLD,4305,07 3288 8772,07 3288 8428,raceviewcecc@cofcqld.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,54,1/08/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002138,PR-00000081,Redbank Plains Early Education Centre,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,36 School Road  ,REDBANK PLAINS,QLD,4301,38144547,38144734,redbankplains@qccs.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:45pm to 4:45pm when it is 85 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,97,3/11/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00001974,PR-00000697,Redeemer Lutheran College OSHC,Lutheran Church of Australia Queensland District,745 Rochedale Road  ,ROCHEDALE,QLD,4123,3340 8899,3340 8800,oshc@redeemer.com.au,,59,28/02/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000716,PR-00000659,Rockhampton PCYC Tiny Tots Childcare,Queensland Police-Citizens Youth Welfare Association ,16 Bridge St Stapleton park  ,North Rockhampton,QLD,4701,49277899,49223998,rockhampton@pcyc.org.au, The service is not required to comply with P3(c) and P5(e) of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003) This service is approved to operate for 20 hours or less a week.,21,18/02/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000591,PR-00000081,Rosewood Early Education Centre and Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,80 John Street  ,ROSEWOOD,QLD,4340,07 5464 2033,07 5464 2031,rosewood@qccs.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:30pm to 4:30pm when it is 79 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,6/11/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000946,PR-00000526,School's Out Outside School Hours Care,Family Day Care Association Queensland Inc,Frenchville State School  Frenchville Road,FRENCHVILLE,QLD,4701,07 4926 2983,,admin@schoolsout.org.au, This service is approved to provide education and care to 30 children before school and 90 children after school and during school holidays.,90,19/06/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000819,PR-00000526,South Burnett Family Day Care,Family Day Care Association Queensland Inc,9B Toomey Street  Cnr William & Toomey Streets,KINGAROY,QLD,4610,07 4162 3122,4162 4273,southburnett@fdcqld.org,,0,15/08/10,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-00000499,PR-00000081,Springwood Early Education Centre and Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,20 Dennis Road  ,SPRINGWOOD,QLD,4127,07 3808 3733,32904339,springwood@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,4/06/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001202,PR-00000697,St Andrews Lutheran College Outside School Hours Care,Lutheran Church of Australia Queensland District,175 Tallebudgera Creek Road  ,TALLEBUDGERA,QLD,4220,07 5522 5762,07 5534 8439,standrews.oshc@qlecs.org.au, This service may provide education and care after school and during school holidays only.,60,8/02/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000226,PR-00000697,St James Lutheran Community Child Care,Lutheran Church of Australia Queensland District,29 Waterloo St  ,CLEVELAND,QLD,4163,07 3286 1953,3286 9266,stjccare@bigpond.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,36,19/07/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001970,PR-00000697,St James Lutheran Community Kindergarten Hervey Bay,Lutheran Church of Australia Queensland District,138-172 Pantlins Lane   ,URRAWEEN,QLD,4655,741285593,07 4194 5093,director.kindy@stjameslc.qld.edu.au,,48,8/03/10,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001469,PR-00000697,St James Lutheran Kindergarten,Lutheran Church of Australia Queensland District,29 Waterloo Street  ,CLEVELAND,QLD,4163,07 3286 1953,3286 9266,stjkindy@bigpond.net.au,,44,11/06/10,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-00001699,PR-00000697,St John's Lutheran  Outside School Hours Care,Lutheran Church of Australia Queensland District,24 George Street  ,BUNDABERG,QLD,4670,4132 6830,4132 6811,stjohns.oshc@qlecs.org.au, An approved alternative solution relating to Performance Criteria P16 Electrical safety precautions within SP 5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service.This service is approved to provide education and care to children from over preschool age including school children.This service is approved to provide education and care to children after school and during school holidays only.,40,2/03/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001470,PR-00000697,St John's Lutheran Church Kindergarten & Preschool,Lutheran Church of Australia Queensland District,24 Levington Road  ,EIGHT MILE PLAINS,QLD,4113,07 3341 6171,3341 5926,stjohns.kgt8mp@qlecs.org.au,,25,10/05/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001969,PR-00000697,St John's Lutheran Community Kindergarten Bundaberg,Lutheran Church of Australia Queensland District,1 Elizabeth Street  ,BUNDABERG,QLD,4670,4132 6807,4132 6808,stjohns.kgtbundy@qlecs.org.au,,25,22/02/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001782,PR-00000697,St Johns Lutheran Kindergarten Kingaroy,Lutheran Church of Australia Queensland District,84-92 Ivy Street  ,KINGAROY,QLD,4610,07 4162 7846,07 4162 4255,stjohns.kgtking@qlecs.org.au, At all times care is being provided under this service approval there must not be less than 3.25m2 of indoor play space and 7m2 of outdoor play space per child attending the premise with the total number of children at the premise not to exceed 48 including the children being educated and cared for under this service approval and any other children using the premise.,22,31/03/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000065,PR-00000697,St Mark's Lutheran Early Learning Centre,Lutheran Church of Australia Queensland District,Burcote St  ,MOUNT GRAVATT,QLD,4122,07 3349 4576,3349 4701,stmarkselc@internode.on.net, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,29/10/09,Exceeding NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS
SE-00000251,PR-00000697,St Pauls Lutheran Child Care Centre (Mysterton),Lutheran Church of Australia Queensland District,38 Townsend Street  ,MYSTERTON,QLD,4812,07 4779 0179,4779 0722,st45894@bigpond.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including over preschool age not including school children,66,24/09/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000203,PR-00000697,St Pauls Lutheran Church Child Care Centre,Lutheran Church of Australia Queensland District,109 Marian Street  ,MOUNT ISA,QLD,4825,07 4743 2859,07 4743 4745,Stpauls_MtIsa@bigpond.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,6/05/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000182,PR-00000697,St Paul's Lutheran Kindergarten,Lutheran Church of Australia Queensland District,St Pauls Lutheran Primary Sch  55 Smiths Rd,CABOOLTURE,QLD,4510,5432 4318,,stpauls.kgt@qlecs.org.au,,48,29/01/13,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001203,PR-00000697,St Paul's Lutheran Outside School Hours Care,Lutheran Church of Australia Queensland District,55 Smiths Road  ,CABOOLTURE,QLD,4510,07 5428 0322,5428 0322,stpauls.oshc@qlecs.org.au, This service is approved to provide education and care to children from over preschool age including school children.,52,17/07/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001204,PR-00000697,St Peters Lutheran College Outside School Hours Care,Lutheran Church of Australia Queensland District, Lambert Road  ,INDOOROOPILLY,QLD,4068,07 3377 6533,07 3377 6257,oshc@stpeters.qld.edu.au, This service is approved to provide education and care to children from over preschool age including school children.,80,5/10/09,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00013973,PR-00000697,St Peters Lutheran College Outside School Hours Care,Lutheran Church of Australia Queensland District,Wellness Way   ,SPRINGFIELD,QLD,4300,07 3470 3805,07 3470 3800, ,,60,6/06/12,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000177,PR-00000697,St Peters Lutheran Kindergarten Springfield,Lutheran Church of Australia Queensland District,St Peters Lutheran College  Wellness Way,SPRINGFIELD,QLD,4300,734703830,734703800,Stpeters.kgtsfield@qlecs.org.au,,24,4/02/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
