#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"013417471","0028","Licensed","ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE","2367 JACKSON STREET","FREMONT","CA","94539","(510) 656-3722","MENDEZ, MAROOF","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"380506527","0035","Licensed","ABC PRE-SCHOOL","426 33RD AVENUE, 1ST FLOOR","SAN FRANCISCO","CA","94121","(415) 387-9111","INUI, KUMIKO","PENINSULA CHILD CARE (05)","(650) 266-8843"
"270710131","0030","Licensed","ABC PRE-SCHOOL - DAY CARE CENTER","263 CARPENTERIA","AROMAS","CA","95004","(831) 726-2357","SUE CROCKER","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"123005551","0030","Licensed","ABC PRESCHOOL","1700 UNION STREET","ARCATA","CA","95521","(707) 826-7675","INGRAM, NANCY","CHICO-DAY CARE (13)","(530) 895-5033"
"013411388","0030","Licensed","ABC PRESCHOOL","1525 BAY STREET","ALAMEDA","CA","94501","(510) 521-6488","ZIMMERMAN, KAREN","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013421345","0021","Licensed","ABC PRESCHOOL & DAYCARE","20135 SAN MIGUEL AVE","CASTRO VALLEY","CA","94546","(510) 921-0787","STEVENS, ANGELA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"191205070","0064","Licensed","ABC SCHOOL HOUSE","4102-4104-4106 W. VICTORY BLVD","BURBANK","CA","91505","(818) 842-8466","JEAN SLIAKIS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"300600010","0075","Licensed","ABIDING SAVIOR LUTHERAN CHURCH & SCHOOL","23262 EL TORO ROAD","LAKE FOREST","CA","92630","(949) 837-4292","BRADLEY, LORENA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"434407984","0020","Licensed","ABILITIES UNITED - MILESTONES","3864 MIDDLEFIELD RD","PALO ALTO","CA","94303","(650) 618-3344","ASTOR, JANEL","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"343607946","0025","Licensed","ABRAHAM LINCOLN PRESCHOOL","3324 GLENMOORE DRIVE","SACRAMENTO","CA","95827","(916) 228-5867","VEIRS, MARY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198015430","0020","Licensed","ABUNDANCE OF LIFE DAY CARE CENTER","6100 LONG BEACH BLVD.","LONG BEACH","CA","90805","(562) 422-6195","BISHOP SHERIA A. ARCEO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"364841081","0080","Licensed","ABUNDANT DAY CARE CENTER","10900 CIVIC CENTER DRIVE","RANCHO CUCAMONGA","CA","91730","(909) 987-7110","CANDICE JACK","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"503808355","0030","Licensed","ABUNDANT LIFE CHILD CARE","3120 SNYDER AVENUE","MODESTO","CA","95356","(209) 545-0786","ALLARD, TAMMY MAE","FRESNO-CC (04)","(559) 243-4588"
"191593050","0051","Licensed","ACACIA MONTESSORI SCHOOL","450 W ROWLAND AVE","COVINA","CA","91723","(626) 966-9356","FIRDOSY, ZAFIRA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370897","0070","Licensed","ACACIA TREE PRESCHOOL","1701 EAST CHAPMAN AVENUE","FULLERTON","CA","92831","(714) 526-7855","KINCEBACH, LYNETTE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"013420975","0016","Licensed","ACADEMIA DE MI ABUELA","2162 MOUNTAIN BLVD STE 300","OAKLAND","CA","94611","(510) 336-7082","REIMANN, CYNTHIA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"376700755","0154","Licensed","ACADEMY AT BRIGHT HORIZONS, THE","2232 ENCINITAS BLVD","ENCINITAS","CA","92024","(760) 436-9666","RINDER, KIMBERLY","MISSION VALLEY (20)","(619) 767-2200"
"198005126","0036","Licensed","ACADEMY CHILDREN CENTER","815 SOUTH KINGSLEY DRIVE","LOS ANGELES","CA","90005","(213) 387-5656","JIN HA CHUNG","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191605004","0051","Licensed","ACADEMY FOR EARLY LEARNING","1014-1020 N. PARK AVENUE","INGLEWOOD","CA","90302","(310) 672-3777","TIFFANY MCDUFFIE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"434413108","0023","Licensed","ACADEMY OF MANDARIN IMMERSION","3257 PAYNE AVENUE","SAN JOSE","CA","95117","(408) 373-4007","HUANG, TRACY","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"330908009","0094","Licensed","ACADEMY OF PALM DESERT COMM. PRESBY. CHURCH, THE","47-321 HIGHWAY 74","PALM DESERT","CA","92260","(760) 568-4360","CHRISTINA HARSHAW","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"304370730","0102","Licensed","ACADEMY ON THE HILLS","10 MAREBLU","ALISO VIEJO","CA","92656","(949) 360-7022","DEL REAL, VERONICA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"198011613","0063","Licensed","ACCELERATED SCHOOL KECK EARLY LEARNING CENTER, THE","116 E. MARTIN LUTHER KING JR.","LOS ANGELES","CA","90011","(323) 235-6343","FRANCIS READING","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370907","0090","Pending","ACDC AT GRACE LUTHERAN","700 WEST SOUTH STREET","ANAHEIM","CA","92805","(714) 776-6500","LOWE, KELLIE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304370845","0090","Licensed","ACE MONTESSORI PRESCHOOL","24602 RAYMOND WAY  SUITE #1","LAKE FOREST","CA","92630","(949) 333-3114","TORRES, GUADELUPE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"393617385","0054","Licensed","ACE TOTS PRESCHOOL","7204 SHORELINE DRIVE","STOCKTON","CA","95219","(209) 330-1030","SINGH, SONI","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"430700006","0120","Licensed","ACHIEVER CHRISTIAN SCHOOLS","540 SANDS DRIVE","SAN JOSE","CA","95125","(408) 264-2345","JULIE BROWN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434411992","0096","Licensed","ACHIEVING STARS ACADEMY","301 SOUTH ABBOTT AVENUE","MILPITAS","CA","95035","(408) 263-8802","MICHELLE OHYE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"070209024","0042","Licensed","ACORN LEARNING CENTER","816 DIABLO ROAD","DANVILLE","CA","94526","(925) 837-1145","GONZALES, ANNA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073405619","0167","Licensed","ACORN LEARNING CENTER OF DOUGHERTY VALLEY","17025 BOLLINGER CANYON ROAD","SAN RAMON","CA","94582","(925) 560-6488","DAWN DILLARD","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"070211735","0151","Licensed","ACORN LEARNING CENTER OF SAN RAMON","5075 CROW CANYON ROAD","SAN RAMON","CA","94583","(925) 735-7900","LUCZAK, NANCY","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"493008637","0030","Licensed","ACORN PRESCHOOL, OAK GROVE UNION SCHOOL DISTRICT","8760 BOWER STREET","SEBASTOPOL","CA","95472","(707) 823-4930","ROBISON, REBECCA","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"444412427","0052","Licensed","ACR ACADEMY","327 CHURCH STREET","SANTA CRUZ","CA","95060","(831) 426-3655","TRACY FLEMING","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"304370854","0060","Licensed","ACSD KEY PRESCHOOL ACSD EARLY CARE & LEARNING CTR.","2000 WEST BALL ROAD","ANAHEIM","CA","92804","(714) 517-7500","JELINEK, VIVIANA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304370830","0048","Licensed","ACSD MARSHALL PRESCHOOL AT HARBOR BALL","1010 S. HARBOR BLVD.","ANAHEIM","CA","92805","(714) 517-9237","KAUR, APIDER","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"343601111","0047","Licensed","ACTION DAY LEARNING CENTER","400 STAFFORD STREET","FOLSOM","CA","95630","(916) 985-0976","VACCARO, KELLI","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343601174","0051","Licensed","ACTION DAY LEARNING CENTER","6822 KENNETH AVENUE","ORANGEVALE","CA","95662","(916) 988-9689","LISH, LORI","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343601205","0032","Licensed","ACTION DAY LEARNING CENTER","9371 ELM AVENUE","ORANGEVALE","CA","95662","(916) 988-9633","MILLER, SHARON","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"430703019","0107","Licensed","ACTION DAY NURSERIES & PRIMARY PLUS INC.","333 EUNICE AVENUE","MOUNTAIN VIEW","CA","94040","(650) 967-3780","LINDSAY JACOBSON","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"430701805","0044","Licensed","ACTION DAY NURSERIES, INC.","13560 S. SARATOGA-SUNNYVALE RD","SARATOGA","CA","95070","(408) 867-4515","HEATHER RAINE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"430701361","0108","Licensed","ACTION DAY NURSERY","2146 LINCOLN AVENUE","SAN JOSE","CA","95125","(408) 266-8952","JILL MILLER","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"430700960","0233","Licensed","ACTION DAY NURSERY ON MOORPARK","3030 MOORPARK AVENUE","SAN JOSE","CA","95128","(408) 247-6972","NORRY, SHAWNA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"430700961","0068","Licensed","ACTION DAY NURSERY ON PRUNERIDGE","2001 PRUNERIDGE AVENUE","SANTA CLARA","CA","95050","(408) 244-2909","SARAH HOLLOWAY","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434408755","0254","Licensed","ACTION DAY PRIMARY PLUS","5845 ALLEN AVENUE","SAN JOSE","CA","95123","(408) 629-6020","AMANDA LINDEN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"013415846","0043","Licensed","ACTS FULL GOSPEL CHRISTIAN ACADEMY","1034 - 66TH AVENUE","OAKLAND","CA","94621","(510) 568-3333","MURPHY, ETHEL","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013415313","0025","Licensed","ACTS FULL GOSPEL CHRISTIAN ACADEMY","1127 - 62ND AVENUE","OAKLAND","CA","94621","(510) 638-1978","ZEHAYE, SANDRA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"240407459","0022","Licensed","ADA GIVENS PRESCHOOL","2900 GREEN STREET","MERCED","CA","95340","(209) 385-6378","COLE, MELANIE","FRESNO-CC (04)","(559) 243-4588"
"191805636","0041","Licensed","ADAMS CHILD DEVELOPMENT PROGRAM","2225 W. ADAMS BLVD.","LOS ANGELES","CA","90018","(323) 735-1424","KAYACAN, GABRIELA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"393607283","0024","Licensed","ADAMS ELEMENTARY SCHOOL","6402 INGLEWOOD AVE.","STOCKTON","CA","95207","(209) 953-3000","SANDRA KOSTA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"393607742","0024","Licensed","ADAMS ELEMENTARY SCHOOL HEAD START","6402 INGLEWOOD AVE.","STOCKTON","CA","95207","(209) 955-0429","PEGGY BRYANT","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"376700096","0024","Licensed","ADAMS STATE PRESCHOOL","4672 35TH STREET","SAN DIEGO","CA","92116","(619) 280-2103","SYLVIA MCGRADE","MISSION VALLEY (20)","(619) 767-2200"
"421711775","0020","Licensed","ADAMS STATE PRESCHOOL","2701 LAS POSITAS ROAD","SANTA BARBARA","CA","93103","(805) 569-2232","MARTINEZ, JENNIE","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"191200265","0146","Licensed","ADAT ARI EL NURSERY SCHOOL","12020 BURBANK BLVD.","NORTH HOLLYWOOD","CA","91607","(818) 766-6379","BERYL STRAUSS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191600010","0100","Licensed","ADAT SHALOM","3030 WESTWOOD BLVD","LOS ANGELES","CA","90034","(310) 475-4985","JOAN CHARNOW","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191670515","0045","Licensed","ADDAMS CDC","256 E. PLYMOUTH ST.","LONG BEACH","CA","90805","(310) 422-3579","TERESA BASTA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"100406328","0042","Licensed","ADDAMS PRESCHOOL","2117 W. MCKINLEY","FRESNO","CA","93728","(559) 457-2512","MATHIES, DEANNA","FRESNO-CC (04)","(559) 243-4588"
"430709398","0162","Licensed","ADDISON PENZAK JEWISH COMMUNITY CENTER","14855 OKA ROAD","LOS GATOS","CA","95032","(408) 357-7417","S. HENIKA, C. SHERMAN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"393601458","0050","Licensed","ADELITA MIGRANT CHILD DEVELOPMENT CENTER","14320 EAST HARNEY LANE","LODI","CA","95240","(209) 368-2087","RICO, ELIZABETH","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"255402646","0015","Licensed","ADIN STATE PRESCHOOL","205 ASH VALLEY ROAD","ADIN","CA","96006","(530) 299-3126","BRICKER, LISA","CHICO-DAY CARE (13)","(530) 895-5033"
"376700300","0022","Licensed","ADOBE BLUFFS PRESCHOOL","8707 ADOBE BLUFFS DRIVE","SAN DIEGO","CA","92129","(858) 748-0010","CONGER, JANA","MISSION VALLEY (20)","(619) 767-2200"
"490104158","0045","Licensed","ADOBE CHRISTIAN PRESCHOOL","2875 ADOBE ROAD","PETALUMA","CA","94954","(707) 762-7713","ARAPOV, DIANE","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"198002412","0068","Licensed","ADULT SCHOOL HEAD START","3701 E.WILLOW ST.","LONG BEACH","CA","90815","(562) 989-4678","JACKIE JONES/ROSA HERNANDE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"013417566","0080","Licensed","ADVANCE DAY CARE CENTER","2236 INTERNATIONAL BLVD.","OAKLAND","CA","94606","(510) 434-9288","LAM, ENG","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"093616106","0035","Licensed","ADVENTURE BEGINS, THE","3841 PONDEROSA ROAD","SHINGLE SPRINGS","CA","95682","(530) 676-4415","OCAMPO, JAIME","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"313604559","0159","Licensed","ADVENTURE CHRISTIAN SCHOOL","6401 STANFORD RANCH ROAD","ROSEVILLE","CA","95678","(916) 781-2986","HUSAIN, MELODY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"372000880","0098","Licensed","ADVENTURE DAYS","10881 TIERRASANTA BLVD","SAN DIEGO","CA","92124","(858) 560-5686","OROPEZA, LATERESA","MISSION VALLEY (20)","(619) 767-2200"
"334816976","0099","Licensed","ADVENTURE ISLAND CHRISTIAN PRESCHOOL","40515 CALIFORNIA OAKS ROAD","MURRIETA","CA","92562","(951) 600-4577","HEATHER KING","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"013416177","0060","Licensed","ADVENTURE MONTESSORI ACADEMY AND SCHOOL","4101 PLEIADES PLACE","UNION CITY","CA","94587","(510) 489-4191","CONLON, MICHELLE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"010210666","0075","Licensed","ADVENTURE TIME - BAY SCHOOL","2001 BOCKMAN ROAD","SAN LORENZO","CA","94580","(510) 276-5406","BREWER, TAMARA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"010206772","0080","Licensed","ADVENTURE TIME - DEL REY","1510 VIA SONYA","SAN LORENZO","CA","94580","(415) 482-0610","MINTON, BARBARA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"376700696","0054","Licensed","ADVENTURELAND CHRISTIAN PRESCHOOL","1305 DEODAR RD., STE. 100","ESCONDIDO","CA","92026","(760) 707-6681","MIERITZ, KAREN","MISSION VALLEY (20)","(619) 767-2200"
"010205718","0100","Licensed","ADVENTURES IN LEARNING","3200 HOPYARD ROAD","PLEASANTON","CA","94588","(925) 462-7123","ALLEN, LYNNE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"304270288","0072","Licensed","ADVENTURES IN LEARNING","157 SOUTH MALENA DRIVE","ORANGE","CA","92869","(714) 538-7800","KNORR, CARRIE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304270620","0079","Licensed","ADVENTURES IN LEARNING II","1111 EL CAMINO REAL","TUSTIN","CA","92780","(714) 730-5458","FRIZZELL MELINDA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"198006462","0040","Licensed","AEOLIAN","11600 1/2 E. AEOLIAN STREET","WHITTIER","CA","90606","(562) 692-4213","NATIVIDAD BALLARDO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191806186","0072","Licensed","AGAPE CHRISTIAN CENTER","933 S. LAKE ST.","LOS ANGELES","CA","90006","(213) 381-3072","LEE, YOUNG PARK","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"393616353","0019","Licensed","AGAPE HEAD START","244 W. GRANT LINE ROAD","TRACY","CA","95376","(209) 830-1057","ROOT, ANGELA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198012295","0075","Licensed","AGAPE MONTESSORI SCHOOL","9537 TELSTAR AVENUE","EL MONTE","CA","91731","(626) 450-7676","AMY LIU","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"150405419","0070","Licensed","AGAPELAND CHRISTIAN ACADEMY","1030 - 4TH STREET","BAKERSFIELD","CA","93304","(661) 325-4321","BANKS, MARISA","FRESNO-CC (04)","(559) 243-4588"
"191228958","0156","Licensed","AGBU MANOOGIAN-DEMIRDJIAN SCHOOL","6844 OAKDALE AVENUE","CANOGA PARK","CA","91306","(818) 883-2428","TAGOUSH KHODABAKSHIAN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"010205830","0024","Licensed","AGNES MEMORIAL","2372 EAST 14TH STREET","OAKLAND","CA","94601","(510) 533-1101","SIMMONS JR., REV. M.","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"360904541","0048","Licensed","AHRENS CHILD CARE CENTER","201 N. UNIVERSITY STREET","REDLANDS","CA","92374","(909) 793-8601","AHRENS, JOHN & KAY","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"243808169","0048","Licensed","AILEEN COLBURN PRESCHOOL","2201 HELLER AVENUE","ATWATER","CA","95301","(209) 357-6136","AVILA, MARY","FRESNO-CC (04)","(559) 243-4588"
"376600135","0054","Licensed","AKA HEAD START - CASA DE ORO","10235-A RAMONA DRIVE","SPRING VALLEY","CA","91977","(619) 660-9772","DURHAM, DEBORAH","MISSION VALLEY (20)","(619) 767-2200"
"376700840","0076","Licensed","AKA HEAD START - DARNALL","6020 HUGHES STREET","SAN DIEGO","CA","92115","(619) 955-8730","FERNANDEZ, CLARISE","MISSION VALLEY (20)","(619) 767-2200"
"370806089","0104","Licensed","AKA HEAD START - FARRAGUT CIRCLE","490 FARRAGUT CIRCLE","EL CAJON","CA","92020","(619) 593-8010","CHARLENE TENNER","MISSION VALLEY (20)","(619) 767-2200"
"376600456","0081","Licensed","AKA HEAD START - GRANADA","3920 NORTH GRANADA","SPRING VALLEY","CA","91977","(619) 670-6101","VALERIE YORK","MISSION VALLEY (20)","(619) 767-2200"
"370806386","0035","Licensed","AKA HEAD START - GRAND","905 GRAND AVENUE","SPRING VALLEY","CA","91977","(619) 460-6710","GLORIA SANCHEZ","MISSION VALLEY (20)","(619) 767-2200"
"370806460","0040","Licensed","AKA HEAD START - LA MESA","7520 EL CAJON BLVD STE 201/203","LA MESA","CA","91941","(619) 463-1093","CRUZ, TINA","MISSION VALLEY (20)","(619) 767-2200"
"370805287","0065","Licensed","AKA HEAD START - MARILLA","9745 MARILLA","LAKESIDE","CA","92040","(619) 443-9266","GOETTSCH, ADONICA","MISSION VALLEY (20)","(619) 767-2200"
"370805797","0048","Licensed","AKA HEAD START - REDWOOD","1145 REDWOOD","EL CAJON","CA","92019","(619) 579-0366","HORTENSIA MURILLO","MISSION VALLEY (20)","(619) 767-2200"
"376700841","0034","Licensed","AKA HEAD START - ROLANDO PARK","6620 MARLOWE DRIVE","SAN DIEGO","CA","92115","(619) 795-4650","ROBERTS, MELANIE","MISSION VALLEY (20)","(619) 767-2200"
"376700848","0048","Licensed","AKA HEAD START - SAN MARTIN DE PORRES","9119 JAMACHA RD., STE. 100A","SPRING VALLEY","CA","91977","(619) 461-8200","STOPANI, LESLIE","MISSION VALLEY (20)","(619) 767-2200"
"376600133","0086","Licensed","AKA HEAD START - SAN MIGUEL","7059 SAN MIGUEL","LEMON GROVE","CA","91945","(619) 460-6611","GLORIA SANCHEZ","MISSION VALLEY (20)","(619) 767-2200"
"376700492","0060","Licensed","AKA HEAD START-SPRING STREET","3845 SPRING DRIVE","SPRING VALLEY","CA","91977","(619) 444-0503","RICHARDSON, DEBORAH","MISSION VALLEY (20)","(619) 767-2200"
"376700466","0020","Licensed","AKA-VISTA LA MESA HEAD START","3900 VIOLET STREET","LA MESA","CA","91941","(619) 825-5600","ANGELETTA, DANIELLE","MISSION VALLEY (20)","(619) 767-2200"
"163801743","0024","Licensed","AKERS SCHOOL","CORAL SEA AND CONSTELLATION","NAS LEMOORE","CA","93245","(559) 998-5707","SEAVER, RON","FRESNO-CC (04)","(559) 243-4588"
"198016764","0098","Licensed","AKITOI LEARNING CENTER","1824 CENTRAL AVENUE","SOUTH EL MONTE","CA","91733","(626) 448-6943","NANCY VILLEGAS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198005460","0060","Licensed","AL HADI ELEMENTARY SCHOOL","5150 E. GAGE AVE","BELL","CA","90201","(323) 771-9135","SHEREEN SHAABAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"093610400","0093","Licensed","AL TAHOE SCHOOL HEAD START","1100 LYONS AVE.","SOUTH LAKE TAHOE","CA","96150","(530) 541-0284","KOTTE/MORENO","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343614377","0012","Licensed","AL-ARQAM ISLAMIC SCHOOL","6990 65TH STREET","SACRAMENTO","CA","95823","(916) 391-3333","LINDSI WEBSTER","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"376700920","0023","Licensed","AL-RRIBAT ACADEMY","7183-A SARANAC STREET","SAN DIEGO","CA","92115","(619) 589-6200","AZIZA HAJIDIN","MISSION VALLEY (20)","(619) 767-2200"
"010214883","0050","Licensed","ALAMEDA HEAD START - ANGELA AGUILAR CENTER","1901 THIRD STREET","ALAMEDA","CA","94501","(510) 865-1090","ADAMS, DONNA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013417425","0060","Licensed","ALAMEDA HEAD START - SUE MATHESON CENTER","670 WEST MIDWAY","ALAMEDA","CA","94501","(510) 521-3443","WILLIAMS-LINDSEY, CORRINNE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013420593","0056","Licensed","ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START","555 RALPH M. APPEZATO PKWY","ALAMEDA","CA","94501","(510) 629-6301","KUDARAUSKAS, IRENE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073401855","0064","Licensed","ALAMO COUNTRY SCHOOL","1261 LAVEROCK LANE","ALAMO","CA","94507","(925) 939-0779","GINA DESCALSO-RENNER","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"191804920","0016","Licensed","ALATORRE HEAD START","5480 HUNTINGTON DRIVE","LOS ANGELES","CA","90032","(323) 222-9776","TERESA MOLINA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"013420549","0100","Licensed","ALBANY CHILDREN'S CENTER","720 JACKSON STREET","ALBANY","CA","94706","(510) 559-6590","STEVENSON, SUSAN","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"150407317","0027","Licensed","ALBANY PARK PRESCHOOL","235 WEST 20TH AVENUE","DELANO","CA","93215","(661) 721-5018","WALLACE, KERRY","FRESNO-CC (04)","(559) 243-4588"
"153808224","0099","Licensed","ALBANY PARK PRESCHOOL II","215 WEST 20TH AVENUE","DELANO","CA","93215","(661) 721-5000","WALLACE, KERRY","FRESNO-CC (04)","(559) 243-4588"
"010209917","0024","Licensed","ALBANY PRESCHOOL","850 MASONIC AVENUE","ALBANY","CA","94706","(510) 527-2281","BERNOS, SILVIA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013420957","0015","Licensed","ALBANY YMCA PRESCHOOL","1216 SOLANO AVE","ALBANY","CA","94706","(510) 525-1130","HERNANDEZ, ANA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"153801969","0040","Licensed","ALBERTA DILLARD CHILD DEVELOPMENT CENTER","5704 PIONEER DRIVE","BAKERSFIELD","CA","93306","(661) 366-3774","GALAVIZ, MARIA","FRESNO-CC (04)","(559) 243-4588"
"503604250","0024","Licensed","ALBERTA MARTONE PREFORMAL CENTER","1413 POUST ROAD","MODESTO","CA","95351","(209) 576-4077","MICHELLE BOELTER","FRESNO-CC (04)","(559) 243-4588"
"191890273","0115","Licensed","ALBION STREET EARLY EDUCATION CENTER","348 SOUTH AVE. 18","LOS ANGELES","CA","90031","(323) 221-1798","PEREZ, GUADALUPE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191598450","0064","Licensed","ALCOTT/CHILD DEVELOPMENT CENTER","1600 S. TOWNE AVE.","POMONA","CA","91766","(909) 397-4622","SHIRLEY MARTINEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017991","0040","Pending","ALDAMA","6310 ALDAMA STREET","LOS ANGELES","CA","90042","(323) 254-5505","GLORIA MEJIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013842","0040","Licensed","ALDAMA - PACE HEAD START","6310 ALDAMA STREET","LOS ANGELES","CA","90042","(323) 254-5105","TOMMIE BENTON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"300610663","0065","Licensed","ALDERSGATE UNTIED METHODIST CHURCH DAY CARE CENTER","1201 IRVINE BLVD.","TUSTIN","CA","92780","(714) 544-5510","KUSH, JACKIE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
