ServiceApprovalNumber,Provider Approval Number,Type of Care,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00011356,PR-00002530,Outside of Hours Care*,Mater Dei PS OSHC - Extend,Extend Australia Pty Ltd,53 Curzon Street  ,TOOWOOMBA,QLD,4350,1300 366 437,03 9428 0399,enquiries@extend.com.au,,75,1/24/16,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.materdei.qld.edu.au/documents/oshc.html,"""ages 5 years to 12 years""","""BSC: $18.60, ASC: $21.85, VC: 60.00""","""7.00am - 8.40am, 3.00pm - 6.00pn""",F,,,,,F,,,F,,,,,,,,,,,,
SE-00000241,PR-00000358,Long Day Care,Mirambeena Children's Centre,Mirambeena Children's Centre Association Inc,30 Baker Street  ,TOOWOOMBA,QLD,4350,07 4630 1989,07 4630 1025,mirambeena@westnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,64,10/6/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://mirambeenachildrenscentre.com.au/,"""ages 12 weeks to 5 years""","""12 weeks - 30 months: $82.00, 31 months - 36 months: $77.00, 36 months - 5 years: $75.00""",,T,,,,,F,,,T,,,,,,,,,,,,
SE-00001708,PR-00007767,Long Day Care,Miyamiya Children's House,Ziel Pty Ltd ,5A Campbell Street  ,TOOWOOMBA,QLD,4350,07 4638 3840,07 4638 2282,miyamiya2@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. An approved alternate solution relating to Performance Criteria P5 within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service. The avocado tree in the nursery outdoor play area has been included as part of the overall shade for the service. The fruit of of the tree must be prunned regularly. The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,29,7/27/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,,"""ages 3 years to 4 years""","""3 years - 4 years: $79.00""",7.30am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000239,PR-00000334,Long Day Care,Mothercraft Child Care Centre,Toowoomba Mothercraft Association Inc,6 Little Street  ,TOOWOOMBA,QLD,4350,07 4632 4728,4638 5582,mothercraft@westnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,77,6/3/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.toowoombamothercraft.com.au/,"""ages 6 weeks to 5 years""","""6 weeks - 12 months: $75.00, 13 months - 24 months: $72.00, 25 months - 35 months: $71.00, 36 months - 5 years: $70.00""",7.30am - 6.00pm,T,T,,,,F,,,F,,,,,,,,,,,,
SE-00001135,PR-00000603,Out of Hours Care,Newtown State School Outside School Hours Care,Newtown State School P & C Association,Albert Street  ,TOOWOOMBA,QLD,4350,07 46145 718,07 46 333 450,dwrig92@eq.edu.au, The maximum number of children able to be provided with education and care after school is 60 The maximum number of children able to be provided with education and care before school is 45 The maximum number of children able to be provided with education and care during school holidays is 60,60,3/11/13,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,https://newtownss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,"""ages 6 weeks to 5 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-40000332,PR-00000659,Outside of Hours Care*,PCYC Toowoomba - Harlaxton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Harlaxton State School  110 Ruthven St,HARLAXTON,QLD,4350,46328316,,karina.seeto@pcyc.org.au,,30,4/25/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://pcyc.org.au/School-Age-Care/Toowoomba-Harlaxton.aspx,"""ages 4 years to 12 years""","""ASC: $10.00, VC: $42.00""","""2.30pm - 5.30pm, 8.00am - 6.00pm""",F,,,,,F,,,T,,,,,,,,,,,,
SE-40000285,PR-00000659,Outside of Hours Care*,PCYC Toowoomba - Harristown School Age Care,Queensland Police-Citizens Youth Welfare Association ,Harristown Primary School  332-344 South St,HARRISTOWN,QLD,4350,746328316,746322674,cam.crisp@pcyc.org.au,,30,4/25/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://pcyc.org.au/School-Age-Care/Toowoomba-Harristown.aspx,"""ages 4 years to 12 years""","""ASC: $15.00, VC: $42.00""","""3.00pm - 6.00pm, 7.00am - 6.00pm""",F,,,,,F,,,T,,,,,,,,,,,,
SE-00000863,PR-00000659,Outside of Hours Care*,PCYC Toowoomba School Age Care,Queensland Police-Citizens Youth Welfare Association ,PCYC  219A James Street,TOOWOOMBA,QLD,4350,07 4632 8316,07 4632 2674,karina.seeto@pcyc.org.au, The maximum number of children able to be provided with education and care during school holidays is 180 The maximum number of children able to be provided with education and care before school is 30 The maximum number of children able to be provided with education and care after school is 80,180,2/3/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://pcyc.org.au/School-Age-Care/Toowoomba.aspx,"""ages 4 years to 12 years""","""BSC: $13.00, ASC: $17.00, VC: $42.00""","""6.00am - 9.00am, 2.30pm - 6.30pm, 6.00am - 6.00pm""",F,,,,,F,,,T,,,,,,,,,,,,
SE-00001678,PR-00001031,Long Day Care,Rangeville Early Education Centre,Humby Pty Ltd ATF Rangeville Early Education Centre Trust,13 - 17 High Street  ,TOOWOOMBA,QLD,4350,4636 5722,4636 5733,r.e.e.c@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,81,1/28/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.rangeville-early-education.com.au/,"""ages 6 weeks to 4 years""","""6 weeks - 35 months: $75.00, 36 months - 4 years: $71.00""",6.30am - 6.00pm,F,T,,,,,,,,,,,,,,,,,,,
SE-00001030,PR-00000143,Outside Hours Care*,Rangeville Outside School Hours Care,Rangeville State School Parents & Citizens Association,Rangeville State School  32A High Street,TOOWOOMBA,QLD,4350,07 4635 1062,07 4635 2611,roshc@internode.on.net,,120,6/25/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,https://rangevilless.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,"""ages 4 years to 16 years""","""BSC: $17.00, ASC: $17.50, VC: 46.00""","""6.30am - 9.00am, 3.30pm - 6.00pm, 6.30am - 6.00pm""",T,,,,,,,,,,,,,,,,,,,,
SE-00000688,PR-00000136,Long Day Care,Rosemont Cottage Kindergarten & Preschool,McGiffen Jan Louise,304 Hume Street  ,TOOWOOMBA,QLD,4350,4635 7603,46359522,rosemontcottage@bigpond.com.au, This service is approved to provide education and care to children from children from 24 months up to and including school children,27,4/28/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,,,"""25 months - 5 years: $62.00""",7.30am - 5.30pm,F,T,,,,,,,,,,,,,,,,,,,
SE-00011355,PR-00002530,Out of Hours Care,St Anthony's PS OSHC - Extend,Extend Australia Pty Ltd,9 Memory Street   ,TOOWOOMBA,QLD,4350,1300 366 437,03 9428 0399,enquiries@extend.com.au, This service may provide education and care after school only.,30,1/24/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 4 years to 12 years""",,3.00pm - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00001604,PR-00000023,Long Day Care,The Funberry Kids Childcare Toowoomba North,Bevina Holdings Pty Ltd,83 Ruthven Street  ,TOOWOOMBA,QLD,4350,07 4632 0077,07 4632 0077,thefunberrykids@optusnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,55,10/23/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 6 years""",,6.30am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
,PR-00000301,Short Day Care,The Glennie Community Kindergarten,The Corporation of the Synod of the Diocese of Brisbane,257 Herries Street  ,TOOWOOMBA,QLD,4350,4688 8726,46888885,boltonk@glennie.qld.edu.au,,37,1/25/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.glennie.qld.edu.au/curriculum/kindy.html,"""ages 3.5 years to 4.5 years"" ",""" 3.5 years - 4.5 years: $42.00""",8.30am - 2.30pm,F,,,,,F,,,T,,,,,,,,,,,,
am - ,PR-00000301,Outside of Hours Care,The Glennie Outside School Hours Care - Pitstop,The Corporation of the Synod of the Diocese of Brisbane,263 - 269 Herries Street   ,TOOWOOMBA,QLD,4350,4688 8889,07 4688 8885,pitstop@glennie.qld.edu.au, The maximum number of children able to be provided with education and care after school is 40 The maximum number of children able to be provided with education and care before school is 20 The maximum number of children able to be provided with education and care during school holidays is 40,40,4/4/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.glennie.qld.edu.au/community/outside-school-hours-care.html,"""ages 4 years to 16 years""","""ASC: $19.00""","""7.00am - 8.30am, 3.00pm - 6.00pm""",,,,,,,,,,,,,,,,,,,,,
SE-40000765,PR-40000465,Long Day Care,The Olive Tree Children's Centre,Kalming Pty Ltd ATF The One 2 Many Trust,168 South St  ,CENTENARY HEIGHTS,QLD,4350,404948130,,olivetreechildcare@bigpond.com,,54,9/19/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00011365,PR-00000301,Short Day Care,The Toowoomba Preparatory School Early Years Learning Centre,The Corporation of the Synod of the Diocese of Brisbane,2 Campbell Street  ,TOOWOOMBA,QLD,4350,746398111,746398100,mwright@tmbaprep.qld.edu.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,44,12/20/15,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.tacaps.com/the-toowoomba-preparatory-school/eylc,"""ages 36 months - 5 years""","""36 months - 5 years: $36.75""",8.00am - 3.00pm,F,,,,,F,,,T,,,,,,,,,,,,
SE-40001272,PR-00000301,Out of Hours Care*,The Toowoomba Preparatory School Outside School Hours Care,The Corporation of the Synod of the Diocese of Brisbane,Toowoomba Preparatory School  2 Campbell Street,EAST TOOWOOMBA,QLD,4350,746398255,746398100,admin@tmbaprep.qld.edu.au,,50,10/9/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.tacaps.com/the-toowoomba-preparatory-school/outside-hours-school-care/,"""ages 4 years to 12 years""","""BSC: $6.75 per hour, ASC: $6.75 per hour, VC: $47.00""","""7.30am - 8.00am, 3.30pm - 5.30pm, 7.30am - 5.30pm""",,,,,,F,,,T,,,,,,,,,,,,
SE-00002226,PR-00001079,Long Day Care,Toowoomba Central Childcare & Preschool,Toowoomba Central Childcare Pty Ltd,5-7 Jennings Street  ,TOOWOOMBA,QLD,4350,07 4637 8001,07 4637 8002,tccc@rugrats.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:15pm to 2:15pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/26/13,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,http://www.rugrats.com.au/toowoomba/home.html,"""ages 6 months to 4 years""",,7.00am - 6.00pm,F,,,,,,,,,,,,,,,,,,,,
SE-00000930,PR-00000279,Out of Hours Care*,Toowoomba East State School Outside School Hours Care,Toowoomba East State School P & C Association,Toowoomba East State School  Cnr Arthur and Mary Streets,TOOWOOMBA,QLD,4350,07 4638 7859,07 4638 0083,tessoshc1@optusnet.com.au, The maximum number of children able to be provided with education and care after school is 100 The maximum number of children able to be provided with education and care before school is 60 The maximum number of children able to be provided with education and care during school holidays is 65,100,10/23/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,https://toowoombaeastss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,"""ages 4 years to 12 years""",,"""6.30am - 9.00am, 3.00pm, 6.00pm, 7.45am - 5.45pm""",,,,,,F,,,F,,,,,,,,,,,,
SE-00001206,PR-00000676,Out of Hours Care,Toowoomba North State School Outside School Hours Care,Toowoomba North State School P & C Assoc,Cnr Taylor & Mort Street  ,TOOWOOMBA,QLD,4350,4617 8313,07 4639 4975,tn.oshc@gmail.com, This service may provide education and care after school and during school holidays only.,35,6/7/13,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://toownortss.eq.edu.au/wcms/index.php?option=com_content&view=article&id=20&Itemid=43,"""ages 4 years to 12 years""",,2.30pm - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00001497,PR-00000427,Short Day Care,Vera Lacaze Memorial Kindergarten and Preschool,Vera Lacaze Memorial Kindergarten and Pre-School Inc,168 A West Street  ,TOOWOOMBA,QLD,4350,07 4635 2421,4635 2421,bridget@veralacaze.com.au,,50,4/19/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://veralacaze.com.au/,"""ages 36 months to 4 years""","""36 month - 4 years: $630 per term*""",8.40am - 2.50pm,,,,,,T,$30,,F,,,,,,,,,,,,
SE-00002252,PR-40001112,Long Day Care,Westbrook Child Care Centre,Affinity Education Group Limited,88 Main Street  ,WESTBROOK,QLD,4350,46 306 022,46306022,westbrookchildcare@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,2/9/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,https://www.facebook.com/westbrookchildcarecentre?v=wall,"""ages 8 weeks to 5 years""",,6.30am - 6.30pm,T,,,,,,,,,,,,,,,,,,,,
SE-00001137,PR-00000177,Outside Hours Care,Wilsonton After School Activities,Wilsonton State School Parents & Citizens Association,429 Bridge Street  ,TOOWOOMBA,QLD,4350,07 4634 8641,46362443,w-a-s-a@bigpond.net.au,,80,12/21/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.wilsontnss.eq.edu.au/pc.htm,"""ages 4 years to 12 years""","""ASC: $18.00""",3.00pm - 6.00pm,T,,,,,F,,,F,,,,,,,,,,,,
SE-40001740,PR-00001104,Outside Hours Care,Wyreema OSHC,Renejere Pty Ltd as Trustee for Westbrook Child Care Centre Trust,12 High St  ,WYREEMA,QLD,4350,413396896,,NQAITS.admin@dete.qld.gov.au,,18,2/4/18,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,https://wyreemass.eq.edu.au/Ourschool/Pages/Ourschool.aspx,"""ages 4 years to 12 years""",,3.00pm - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000560,PR-00001129,Long Day Care,Goodstart Early Learning Highfields,Goodstart Early Learning Ltd,7 Gladswood Drive  ,HIGHFIELDS,QLD,4352,07 4696 8899,,hcn@goodstart.org.au,  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,12/22/14,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,http://www.goodstart.org.au/centres/highfields/overview,"""ages 6 weeks to 6 years""","""6 weeks - 24 months: $80.20, 25 months - 35 months: $77.20, 36 months - 4 years: $74.10, 4 years - 6 years: $74.10""",6.30am - 6.30pm,T,T,,,T,F,,,F,,,,,,,,,,,,
SE-00001182,PR-00000327,Out of Hours Care,Gowrie State School Outside School Hours Care,Gowrie State School P & C Association,Old Homebush Road  ,GOWRIE JUNCTION,QLD,4352,07 4630 7710,07 4698 6800,OSHCAdministration@gowriess.eq.edu.au,,25,7/2/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,,"""ages 4 years to 12 years""","""ASC: 16.00""",3.00pm - 6.00pm,T,,,,,,,,,,,,,,,,,,,,
SE-00001149,PR-00000343,Out of Hours Care*,Highfields After School Care,Highfields State School P & C Association,10459 New England Highway  ,HIGHFIELDS,QLD,4352,07 4630 8336,,oshc1@eq.edu.au, This service is approved to provide education and care to 90 children for after school care. This service is approved to provide education and care to 80 children for during school holidays. This service is approved to provide education and care to 50 children for before school care.,90,9/28/15,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,https://highfieldsss.eq.edu.au/wcms/index.php?option=com_content&view=article&id=147&Itemid=225,"""ages 4 years to 12 years""","""BSC: $13.30, ASC: $19.90, VC: $46.35""","""6.30am - 9.00am, 2.30pm - 6.00pm, 6.30am - 6.00pm""",F,,,,,F,,,T,,,,,,,,,,,,
SE-00001373,PR-00000519,Short Day Care,Highfields and District Kindergarten,Highfields and District Kindergarten Association Inc,1 Bloodwood Street  ,HIGHFIELDS,QLD,4352,07 4630 8864,4630 8864,hfkinder@bigpond.net.au,,50,9/21/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/highfieldsdistrict,"""ages 3.5 years to 5 years""","""3.5 years - 5.5 years: $30.55""",8.15am - 2.45pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-00001749,PR-00000837,"""Long Day Care, Out of Hours Care""",Highfields Child Care Centre,Brown Dog (Qld) Pty Ltd,52 Diosma Drive  ,HIGHFIELDS,QLD,4352,07 4630 8820,07 4630 8876,highfieldsccc@gotalk.net.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:45pm to 4:45pm when it is 93 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,87,12/22/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,"""ages 6 weeks to 12 years""","""6 weeks - 24 months: $77.00, 25 months - 35 months: $75.00, 36 months - 5 years: $74.00, BSC: $20.00, ASC: $26.50""",6.30am - 6.30pm,T,T,,,,F,,,F,,,,,,,,,,,,
SE-00002086,PR-40001112,Long Day Care,Highfields Early Learning Centre,Affinity Education Group Limited,93 Highfields Road  ,HIGHFIELDS,QLD,4352,07 4615 5688 ,,admin@highfieldselc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,3/30/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.highfieldselc.com.au/,"""ages 6 weeks to 6 years""","""6 weeks - 36 months: $68.00, 37 months - 5 years: $66.00""",6.30am - 6.30pm,T,T,,,,F,,,T,,,,,,,,,,,,
SE-00000782,PR-00000266,Short Day Care,MacLagan-Windermere Kindergarten,MacLagan Windermere Kindergarten Association Inc,30 Margaret Street  ,MACLAGAN,QLD,4352,07 4692 1206,,sylvia.srbunk.bunk@gmail.com, This service is approved to provide education and care to children from children from 30 months up to and including over preschool age not including school children This service is approved to operate for 20 hours or less a week.,20,6/5/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/maclaganwindermere,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $23.00""",8.45am - 2.45pm,F,,,,,T,F,,T,,,,,,,,,,,,
SE-40000141,PR-00002530,Out of Hours Care,Mary MacKillop PS OSHC - Extend,Extend Australia Pty Ltd,Mary Mackillop Primary School  75 Highfields Rd,HIGHFIELDS,QLD,4352,1300 366 437,746987900,enquiries@extend.com.au,,50,4/25/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://extend.com.au/#,"""ages 4 years to 12 years""",,"""6.30am - 9.00am, 3.00pm - 6.00pm""",,,,,,,,,,,,,,,,,,,,,
SE-40000227,PR-00000659,Out of Hours Care*,PCYC Toowoomba - Meringandan School Age Care,Queensland Police-Citizens Youth Welfare Association ,Meringandan State School  332 Shirley St,MERINGANDAN,QLD,4352,746328316,,karina.seeto@pcyc.org.au,,30,4/27/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://pcyc.org.au/School-Age-Care/Toowoomba-Meringandan.aspx,"""ages 4 years to 12 years""","""BSC: $12.00, ASC: $15.00, VC: $42.00""","""6.30am - 9.00am, 3.00pm - 6.00pm, 6.30am - 6.00pm""",T,,,,,F,,,T,,,,,,,,,,,,
SE-00000607,PR-00000703,Long Day Care,Withcott Early Childhood Centre,Churches of Christ In Queensland Churches of Christ Care,42 Biggs Road  ,WITHCOTT,QLD,4352,07 4630 3722,,withcottecc@cofcqld.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,68,7/1/14,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://careearlychildhood.com.au/long/early-childhood-centre-withcott/,"""ages 6 weeks to 6 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00011364,PR-00008029,Short Day Care,C&K Crows Nest Community Kindergarten,The Creche and Kindergarten Association Limited, 5 Littleton Street   ,CROWS NEST,QLD,4355,07 4698 1045,07 4698 1063,crowsnest@candk.asn.au,,24,1/24/16,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.candk.asn.au/crowsnest,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $29.12""",8.45am - 2.45pm,F,,,,,T,,,F,,,,,,,,,,,,
