ServiceApprovalNumber,ProviderApprovalNumber,Type of Care,ServiceName,Provider Legal Name,Service Address,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions,Number of Approved Places,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00002123,PR-00002539,OSHC,Camp Australia - Park Ridge State School OSHC,Camp Australia Pty Limited,3766 Mt Lindesay Highway  ,PARK RIDGE,QLD,4125,0421 144 467,07 3806 7147,rosa@campaustralia.com.au,,60,3/3/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.campaustralia.com.au/Service/QLDParkRidgeStateSchool/17AC,5 - 12 years,"""BSC: $16.42 - $21.42, ASC: $23.81 - $28.81, VC: $51.00""","""BSC: 6:30 - 8:45am, ASC: 3:00 - 6:30pm, VC: 7:00am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,T,,,,,,,,,,,,,,,
SE-00000297,PR-00000793,"Child care, OSHC",Park Ridge Child Care and Preschool,Feng Holdings Pty Ltd ATF the Feng Family Trust,79 Talinga Drive  ,PARK RIDGE,QLD,4125,07 3297 0831,07 3802 0173,prcc@tpg.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,2/2/11,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.parkridgechildcare.com.au,6 weeks -  12 years,"""6 weeks - 2 years: $75.00, 2 - 3 years: $72.00, 3 - 5 years: $71.00, 5 - 12 years BSC: $12.00 - $15.00, 5 - 12 years ASC: $12.00 - $20.00""",6:30am - 6:30pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00001629,PR-00007776,Child care,Park Ridge Early Learning Centre,Jubarlee Enterprises Pty Ltd ATF The Longden Family Trust And Feng Holdings Pty Ltd ATF The Feng Family Trust ,226B Crest Road  ,PARK RIDGE,QLD,4125,07 3802 2211,,rebecca@cpcc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,140,4/28/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,,6 weeks -  12 years,"""6 weeks - 24 months: $81.00, 25 months - 5 years: $77.00, 5 - 12 years BSC: $13.00, 5 - 12 years ASC: $16.00, 5 - 12 years VC: $39.00""",6:30am - 6:30pm,T,T,F,T,T,F,,,,,,,,,,,,,,,
SE-00002087,PR-00000798,OSHC,Parklands Christian College OSHC,Simrick OSHC Pty Ltd,11 Hillcrest Rd  ,PARK RIDGE,QLD,4125,07 3297 0577,,parklandsoshc@simrick.com,,66,3/1/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,5 - 12 years,"""BSC: $15.00, ASC: $17.00, VC: $45.00""","""BSC: 7:00 - 9:00am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""",F,F,F,,,F,,,,,,,,,,,,,,,
SE-00001612,PR-00000194,Child care,Bright Start Child Care Centre - Logan,Jvs Investments Pty Ltd,50 - 54 Paradise Road  ,SLACKS CREEK,QLD,4127,07 3386 0870,07 3386 5599,brightstartccc@gmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,3/17/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks - 5 years,"""6 weeks - 12 months: $68.80, 12 - 24 months: $66.80, 2 - 3 years: $64.80, 3 - 5 years: $62.80""",6:30am - 6:30pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00002000,PR-00008029,School hours care,C&K Calvary Community Kindergarten,The Creche and Kindergarten Association Limited,161 Dennis Road  ,SPRINGWOOD,QLD,4127,3808 9015,,calvary@candk.asn.au,,25,2/5/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.candk.asn.au/calvary,3.5 - 4.5 years,"""3.5 - 4.5 years: $29.12 per day + $100.00 enrolment fee""",8:20am - 2:30pm,F,F,F,,,T,,,,,,,,,,,,,,,
SE-00001045,PR-00000693,OSHC,Calvary Christian College OSHC -Springwood Campus,The Uniting Church in Australia Property Trust (Q.),Calvary Christian College  161 Dennis Road,SPRINGWOOD,QLD,4127,07 3808 8368,07 3287 6030,info@calvarycc.qld.edu.au,,80,10/2/11,Working Towards NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.calvarycc.qld.edu.au/pageContent.aspx?ID=333,5 - 12 years,"""BSC: $14.50, ASC: $19.00, VC: $44.00""","""BSC: 7:00 - 8:15am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""",T,F,F,,,F,,,,,,,,,,,,,,,
SE-00001998,PR-00000789,"Child care, OSHC",Daisy Hill Early Learning Centre,Fasio Investments Pty Ltd,155 Chatswood Road  ,DAISY HILL,QLD,4127,07 32994594,,daisyhill@kal.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,1/15/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.kal.net.au/home/centres/item/daisy-hill-early-learning-centre.html?category_id=1,6 weeks - 12 years ,"""6 weeks - 15 months: $80.50, 15 - 24 months: $76.50, 2 - 3 years: $72.00, 3 - 5 years: $71.00, 5 - 12 years BSC: $15.75, 5 - 12 years ASC: $20.50""",6:15am - 6:15pm,"""Morning tea, afternoon tea"" ",F,T,,,F,,,,,,,,,,,,,,,
SE-00000820,PR-00000702,Child care,Daisy Hill Family Day Care Scheme,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,104 Chatswood Road  ,DAISY HILL,QLD,4127,07 3808 6657,07 3208 7071,daisyhillfdc@bne.centacare.net.au,,0,8/4/11,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,,6 weeks - 16 years,"""6 weeks - 16 years: $5.60 - $8.00 per hour""",,,,,,,F,,,,,,,,,,,,,,,
SE-00013985,PR-00006700,Child care,Future Kids Family Day Care,Future Kids Family Day Care Pty Ltd , Lot 14/390 Kingston Road   ,SLACKS CREEK,QLD,4127,07 3299 1882, ,futurekidsfdc@bigpond.com AND mirthab@futurekidsfdc.com.au,,0,10/21/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://futurekidsfamilydaycare.com.au/,6 weeks - 14 years,"""6 weeks - 14 years: $5.50 per hour""",,,,,,,F,,,,,,,,,,,,,,,
SE-40000424,PR-40000284,Child care,Global Kids Family Day Care,Keenadiid Pty Ltd ATF Keenadiid Family Trust,U 3  28 Randall St  ,SLACKS CREEK,QLD,4127,07 3133 4636,,global_kids@mail.com,,0,2/24/13,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks - 13 years,,,,,,,,F,,,,,,,,,,,,,,,
SE-00000188,PR-00001129,Child care,Goodstart Early Learning Daisy Hill,Goodstart Early Learning Ltd,89 Chatswood Road  ,SLACKS CREEK,QLD,4127,07 3808 2420,,dai@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,11/30/11,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,http://www.goodstart.org.au/centres/daisy-hill/services,6 weeks - 5 years,"""6 weeks - 12 months: $81.30, 13 - 24 months: $79.30, 25 - 35 months: $77.30, 3 - 5 years: $75.00""",6:00am - 6:00pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000612,PR-00001129,Child care,Goodstart Early Learning Slacks Creek,Goodstart Early Learning Ltd,5A Deborah Court  ,SLACKS CREEK,QLD,4127,07 3808 6161,,hhc@goodstart.org.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 73 children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,11/30/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.goodstart.org.au/centres/slacks-creek/overview,6 weeks -  12 years,,6:00am - 6:00pm,"""Morning tea, afternoon tea"" ",F,F,,,F,,,,,,,,,,,,,,,
SE-00001008,PR-00001030,OSHC,Helping Hands Chatswood Hills,Helping Hands Network Pty Ltd,Chatswood Hills State School  Raleigh Street,SPRINGWOOD,QLD,4127,07 3208 1610,,chatswoodhills@helpinghandsnetwork.com.au,,135,10/3/11,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,https://chathillss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,5 - 12 years,"""BSC: $11.00, ASC: $16.00, VC: $40.00""","""BSC: 6:30 - 8:30am, ASC: 2:30 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
