ServiceApprovalNumber,ProviderApprovalNumber,Type of Care,ServiceName,Provider Legal Name,Service Address,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions,Number of Approved Places,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00001965,PR-00000096,"Child care, OSHC",Bay Cottage Early Learning Centre,Tewin Wood Pty Ltd ATF The Pahwa Family Trust,477 Old Cleveland Road East  ,BIRKDALE,QLD,4159,07 3822 4444,07 3286 7006,b.viewcentre@optusnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,60,5/18/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,http://bayviewbaycottage.com.au/bay-view-early-learning-centre/,6 weeks - 12 years,"""6 weeks - 12 months: $80.00, 13 - 24 months: $74.00, 25 months - 5 years: $72.00""",6:15am - 6:15pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00002034,PR-00000096,"Child care, OSHC",Bay View Early Learning Centre,Tewin Wood Pty Ltd ATF The Pahwa Family Trust,8-10 Mary Street  ,BIRKDALE,QLD,4159,0438 657 586,,b.viewcentre@optusnet.com.au , This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,104,5/18/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://bayviewbaycottage.com.au/bay-view-early-learning-centre/,6 weeks - 12 years,"""6 weeks - 12 months: $80.00, 13 - 24 months: $74.00, 25 months - 5 years: $72.00""",6:15am - 6:15pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00000301,PR-00001055,Child care,Birkdale South Childrens Centre,Fmj Childcare Pty Ltd,20 Barron Road  ,BIRKDALE,QLD,4159,07 3822 2451,07 38222478,director@birkdalesouth.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:45pm to 4:45pm when it is 78 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,10/24/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks -  5 years,"""6 weeks - 24 months: $80.00, 25 months - 5 years: $78.00""",6:30am - 6:30pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00000557,PR-00001169,"Child care, OSHC",Full Of Beans Child Care Kindergarten and Preschool,Donnellon Childcare Holdings Pty Ltd,190-194 Birkdale Road  ,BIRKDALE,QLD,4159,07 3822 4633,07 3822 3000,fullofbeanscc@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,10/7/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,,6 weeks -  12 years,"""6 weeks - 15 months: $70.00, 15 months - 2 years: $69.00, 2 - 3 years: $67.00, 3 - 4 years: $65.00, 4 - 5 years: $65.00, 5 - 12 years BSC: $15.00, 5 - 12 years ASC: $18.00""",6:30am - 6:15pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000933,PR-00000250,OSHC,Jabiru Kids Birkdale South,Jabiru Community Youth & Children's Services Association Inc,Birkdale South State School  451 Old Cleveland Road East,BIRKDALE,QLD,4159,0409 936 079,07 3824 7791,leonie@jabiru.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,59,7/20/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.jabiru.org.au/kids/index.php?s=birkdale+south,5 - 12 years,"""BSC: $13.50, ASC: $18.20, VC: $47.50""","""BSC: 6:30 - 9:00am, ASC: 3:00 - 6:00pm, VC: 7:30am - 6:00pm""",T,F,F,,,T,,,,,,,,,,,,,,,
SE-00001789,PR-00000749,"Child care, OSHC",Little Ducks Childcare Birkdale,Little Ducks Childcare Birkdale Pty Ltd,435 Old Cleveland Road East  ,BIRKDALE,QLD,4159,07 3822 5933,,joanne.t@littleducks.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,3/29/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.littleducks.com.au/page1/page7/page7.html,6 weeks - 12 years,"""6 weeks - 30 months: $77.00, 30 months - 5 years: $72.00, 5 - 12 years BSC: $23.00, 5 - 12 years ASC: $26.00, 5 - 12 years VC: $77.00""",6:30am - 6:00pm,T,T,F,,,T,,,,,,,,,,,,,,,
SE-00000298,PR-00000504,"Child care, OSHC",Mary Street (Birkdale) Child Care Centre,Mary Street Child Care Pty Ltd,20A Mary Street  ,BIRKDALE,QLD,4159,07 3822 4330,07 3822 4050,marystcc@bigpond.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,73,3/18/10,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,http://www.birkdalechildcare.com.au/,15 months - 12 years,"""15 months - 3 years: $73.00 - $66.00, 3 - 6 years: $71.00 - $64.00, 5 - 9 years BSC: $16.00, 5 - 9 years ASC: $21.00, 5 - 12 years VC: $57.00""",6:30am - 6:00pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00001081,PR-00000659,OSHC,PCYC Redlands - Birkdale School Age Care,Queensland Police-Citizens Youth Welfare Association ,Birkdale State School  74 Agnes Street,BIRKDALE,QLD,4159,0407 913 040,,birkdalesac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,50,7/20/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://pcyc.org.au/School-Age-Care/Redlands-Birkdale.aspx,5 - 12 years,"""BSC: $13.50, ASC: $17.50, VC: $47.00 + $20.00 membership fee""","""BSC: 6:30 - 8:30am, ASC: 3:00 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,T,,,,,,,,,,,,,,,
SE-00001190,PR-00000702,OSHC,St Mary MacKillop Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,10 Hardy Road  ,BIRKDALE,QLD,4159,0477 550 445,,birkdaleoshc@bne.centacare.net.au, An alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,45,7/20/11,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,http://www.marymackillop.qld.edu.au/documents/oshc.html,5 - 12 years,,"""BSC: 6:30 - 8:30am, ASC: 2:45 - 6:00pm, VC: 6:30am - 6:00pm""",F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000281,PR-00000145,Child care,Educare On Anson,Mother Nature Childcare Pty Ltd,32-34 Anson Road  ,WELLINGTON POINT,QLD,4160,07 3822 1799,07 3822 1170,anson2@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 monthsÂ up to and including over preschool age not including school children,44,6/6/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,,15 months - 5 years,"""15 months - 5 years: $61.50""",6:30am - 6:30pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00002049,PR-00001167,Child care,Jumping Beans Childcare ,Jumping Beans Child Care Pty Ltd,66-68 Sturgeon Street  ,ORMISTON,QLD,4160,3286 6555,07 3286 6555,enquiry@jumpingbeanschildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,82,9/24/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.jumpingbeanschildcare.com.au/,6 weeks - 5 years,"""6 weeks - 12 months: $77.00, 13 - 24 months: $76.00, 2 - 3 years: $74.00, 3 - 6 years: $71.00""",7:00am - 6:00pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00002047,PR-00000935,Child care,Ormiston College Early Learning Centre,Ormiston College Foundation Child Care Pty Ltd,97 Dundas Street West  ,ORMISTON,QLD,4160,07 3495 6001,07 3821 1311,ocelc@ormistoncollege.com, This service is approved to provide education and care to children from children from 15 monthsÂ up to and including over preschool age not including school children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,79,8/4/10,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.ormiston.qld.edu.au/content.cfm/Early_Learning_Centre/9/,15 months - 5 years,"""15 months - 5 years: $75.00 + $50.00 waitlist fee""",7:00am - 6:00pm,"""Morning tea""",F,F,,F,F,,,,,,,,,,,,,,,
SE-00001092,PR-00000935,OSHC,Ormiston College Outside School Hours Care,Ormiston College Foundation Child Care Pty Ltd,97 Dundas Street  ,ORMISTON,QLD,4160,448013364,,ocoshc@ormistoncollege.com.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,50,7/20/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.ormiston.qld.edu.au/content.cfm/Outside_of_School_Hours_Care/77/,5 - 12 years,"""BSC: $16.00, ASC: $20.50, VC: $50.50","""BSC: 6:30 - 8:30am, ASC: 2:30 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00000227,PR-00001160,Child care,Ormiston Pre-School & Childcare Centre,Progressive Childcare Management Pty Ltd,35-39 Gordon Street  ,ORMISTON,QLD,4160,07 3286 3166,07 3286 5190,ormpccc@optusnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,5/3/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks - 5 years,,6:30am - 6:00pm,F,F,F,,,F,,,,,,,,,,,,,,,
